"game_id" "description" "image" "max_players" "max_playtime" "min_age" "min_players" "min_playtime" "name" "playing_time" "thumbnail" "year_published" "artist" "category" "compilation" "designer" "expansion" "family" "mechanic" "publisher" "average_rating" "users_rated"
"297" 362 "Players have 2 elephants each which move along the track, collecting mahogany logs if possible. You can either move any 3 elephants 1,2 &amp; 3 spaces in any order, or you can move all the elephants in a parade forward one place. The logs are on certain squares, so you try to move the other elephants so that yours land exactly onto the logs, without getting detached from the parade. Other squares are water, which lock the elephant down until all have passed, unless you have a parade and everyone moves forward one. At the end of the track are three palaces with more logs for the first, second and third elephants home. Most logs wins. A lovely game with Indian graphics and neat wooden elephants.&#10;&#10;" "//cf.geekdo-images.com/images/pic9874.jpg" 4 20 12 2 20 "Elefantenparade" 20 "//cf.geekdo-images.com/images/pic9874_t.jpg" 1988 "Tilman Michalski" "Abstract Strategy,Animals,Racing" NA "Henri Sala" NA "Animals: Elephants" NA "Otto Maier Verlag,Ravensburger Spieleverlag GmbH" 5.80783 166
"298" 363 "Katzenjammer Blues is an unusual hybrid of rummy and auction rules, with a couple of strange ideas thrown in about the game ending once 20 points, total, have been scored, and a 5-point penalty for most jokers.  It's a quick, cutthroat card game, colorfully decorated with cartoony blues-band cats and mice.&#10;&#10;Part of the Goldsieber &#195;&#160; la Carte line of games.&#10;&#10;" "//cf.geekdo-images.com/images/pic277085.jpg" 6 20 10 2 20 "Katzenjammer Blues" 20 "//cf.geekdo-images.com/images/pic277085_t.jpg" 1998 "Franz Vohwinkel" "Card Game" NA "Reiner Knizia" NA "Animals: Cats,Animals: Mice,Goldsieber à la Carte" "Auction/Bidding,Set Collection" "Goldsieber Spiele,New Games Order, LLC,Rio Grande Games" 5.88615 646
"299" 364 "A trading game in which you don't trade with the other players.  Instead the commodities are displayed on the board in a number of &quot;nomad camps.&quot;  If your move brings you to a camp, you must present a gift to the camp -- then you can trade your cards for any cards in the camp.  You can also buy goods from the deck at &quot;oasis&quot; squares.  Once you've amassed a number of a particular commodity, you head for the city where that commodity is bought.  There are a few other details to complicate matters, but basically everyone repeats this process until someone has the 500 cash in hand to win the game.  Samarkand is an entertaining exercise with no especially brain-taxing strategies to figure out and makes a good family game.&#10;&#10;This game is sometimes called Bazaar II, because Schmidt Spiele originally published this game under the name Bazaar, even though Bazaar is completely different game.  Both games are by Sid Sackson.&#10;&#10;" "//cf.geekdo-images.com/images/pic510724.jpg" 5 30 9 2 30 "Samarkand" 30 "//cf.geekdo-images.com/images/pic510724_t.jpg" 1980 "James Guerney,Doris Matthäus" "Arabian,Economic" NA "Sid Sackson" "Isfahan" "Cities: Samarkand,Country: Uzbekistan,Desert Theme" "Pick-up and Deliver,Set Collection,Trading" "ABACUSSPIELE,Grünspan-Spiele,Rio Grande Games,Schmidt Spiele" 6.48518 718
"300" 365 "A card game. A game consists of two hands.  In each hand, players buy 8 cards, bid, play their cards,then score.&#10;&#10;There are rules for buying cards even from opponents.&#10;&#10;Scoring is based on a bid card that tells you what the value of a bid will be.&#10;&#10;An example would be. Bid 5 win 3 = score 30 points, because the bid card shows that for any bid which results in&#10; (+ or - 2) of the bid scores the bid  times 6.&#10;&#10;" "//cf.geekdo-images.com/images/pic120537.jpg" 5 30 10 3 30 "Tricks" 30 "//cf.geekdo-images.com/images/pic120537_t.jpg" 1995 "Manfred Rohmkopf" "Card Game" NA "Alan R. Moon" NA NA "Trick-taking" "White Wind" 5.66685 54
"301" 366 "In this fluffy, dice-intensive game set in Pamplona, Spain, players control 3-runner teams competing in the running of the bulls.  By rolling the dice and moving their runners (the most significant decisions are which runners to move, and how far to move them when a choice is available), the players try to keep their teams in front of and as close to the bull as possible, while pushing other runners into more cowardly locations.  The reason for all this is that after all players have had their turns, there's a chance that Toro will attack, and the players whose runners are in the most dangerous positions will score the most points.&#10;&#10;" "//cf.geekdo-images.com/images/pic1111577.jpg" 6 45 8 2 45 "Viva Pamplona!" 45 "//cf.geekdo-images.com/images/pic1111577_t.jpg" 1992 "(Uncredited)" "Racing" NA "Wolfgang Kramer" NA "Animals: Cattle" "Dice Rolling,Roll / Spin and Move" "F.X. Schmid" 6.3549 363
"302" 367 "from the Game Report:&#10;&#10;The game is played in a series of rounds during which each person plays a card to the center of the table. Usually these cards will fall into one of four Suits: Gold, Courtiers, Provinces and Musketeers. The cards feature ranks from 1-7, and after all cards have been played the person who played the highest card in each Suit collects all the cards of that type. Captured cards are then placed into a person's &quot;structure&quot;, which shows all the elements of a player's court. At the end of the game and at various points during play, a player scores points based on the value of the cards in his structure.&#10;&#10;" "//cf.geekdo-images.com/images/pic2090680.jpg" 6 90 12 3 90 "Overthrone" 90 "//cf.geekdo-images.com/images/pic2090680_t.jpg" 1999 NA "Card Game" NA "Frank DiLorenzo,Stacey Merrill" NA NA "Trick-taking" "Heidelberger Spieleverlag,R&R Games" 5.32019 264
"303" 368 "This game is a relative of the Raj/Hols der Geier family of games, the german title means Tightrope.  Each turn, a number of red and blue sticks are up for grabs.  The highest card played will take the blue sticks and the lowest card will take the red sticks.  The trick is that a red stick cancels a blue stick (that is, a well balanced tightrope walker), and the goal is to score as few points as possible.  However, there are two different ways of playing the game, depending on how players wish to play: strategic or otherwise.  The basic game has players simultaneously playing cards (ala Raj), whereas the strategic version plays like a trick-taking game with players selecting a card sequentially.&#10;&#10;Re-implemented by:&#10;&#10;    Yin Yang/Fifty-Fifty&#10;&#10;&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic48609.jpg" 5 30 8 3 30 "Relationship Tightrope" 30 "//cf.geekdo-images.com/images/pic48609_t.jpg" 1999 "Alvin Madden,Thorsten Schäfer" "Card Game" NA "Reiner Knizia" NA "Circus" "Hand Management,Simultaneous Action Selection,Trick-taking" "ASS Altenburger Spielkarten,Überplay" 6.17973 975
"304" 369 "A very nice peg-board game, now re-issued. The plastic board has 100 holes, numbered in a oft reversing spiral with 1 in the center. A deck of numbered cards from 1-100 is shuffled and players start with 4 each. You may either play a card and stick a peg in, or draw a card, the hand limit being 4. And of course, you're trying to get five of your pegs in a row to win. Simple, except that playing a card allows you to place a peg in that number, or any empty number above. So with a 60, I can fill a space from 60 to 100, the outside rows effectively, but with a 6, I can play practically anywhere, especially the key points in the center area. The game is for 2-3 players, but works even better when played in partnership, your partner frustrated as you fill high numbers with low cards, you frustrated as your partner fails to block. Very good fun and nice for non-gamers.&#10;&#10;Similar to:&#10;&#10;    Take 5&#10;    5 in a Row&#10;    Go-Moku&#10;    Renju&#10;    Pente&#10;&#10;&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic70460.jpg" 9 20 7 2 20 "5ive Straight" 20 "//cf.geekdo-images.com/images/pic70460_t.jpg" 1958 NA "Abstract Strategy,Card Game,Puzzle" NA "Jack Montgomery,Ellen Washburne,Norman Washburne" NA NA "Pattern Building" "(Unknown),Broman/Percepta Corporation,Genesis Art Studio,Hartville Game Company,Irwin Toy Ltd.,Milton Bradley,Skor-Mor,Stillmore Products,Straight Line Products,Washburne Research and Manufacturing, Inc.,Winning Moves Games (USA)" 6.26179 246
"305" 371 "The second Mystery Rummy game.  In this one players investigate the murder from the Edgar Allan Poe story.  The basic mechanics (evidence card melds, gavel cards, etc.) are similar to the first Mystery Rummy game, but this one adds a hidden &quot;kitty&quot; in which players secretly place cards throughout the hand.  The first player to go out (before the draw deck is exhausted) wins the kitty in addition to their regular melds.&#10;&#10;Can be played as a partnership game with 4 players.&#10;&#10;" "//cf.geekdo-images.com/images/pic72923.jpg" 4 40 8 2 20 "Mystery Rummy: Murders in the Rue Morgue" 40 "//cf.geekdo-images.com/images/pic72923_t.jpg" 1999 "Christine Conrad,Virginijus Poshkus" "Card Game,Murder/Mystery" NA "Mike Fitzgerald" NA "Card Games: Draw and Discard Games,Mystery Novels,Mystery Rummy,Rummy Games" "Hand Management,Partnerships,Set Collection" "Eagle-Gryphon Games,Pegasus Spiele,U.S. Games Systems, Inc." 6.73014 700
"306" 372 "In Schotten Totten, nine boundary stones lie between you and your opponent.  In front of each, you build poker-like formations of three cards on a side.  Whoever plays the higher-ranking formation wins the stone.  And in a unique twist, you may use your powers of logic to claim a stone even before your opponent has played all three of his cards, by demonstrating that the stone is impossible for him to win.  Successfully claim five stones, or any three adjacent stones, and you win the game.&#10;&#10;In 2000 GMT published a rethemed version as Battle Line which includes an extra 10 &quot;tactics&quot; cards that modify the standard game play, and with cards that run from 1 to 10 (instead of 1 to 9).&#10;&#10;The 2004 Edition of Schottentotten has these &quot;tactics&quot; cards too.&#10;Schotten-Totten FAQ.&#10;&#10;" "//cf.geekdo-images.com/images/pic2932872.jpg" 2 20 8 2 20 "Schotten Totten" 20 "//cf.geekdo-images.com/images/pic2932872_t.jpg" 1999 "Dorien Boekhorst,Jean-Baptiste Reynaud,Bärbel Skarabelo" "Card Game,Deduction" NA "Reiner Knizia" NA "Country: Scotland,IELLO: Mini Games,Schotten-Totten" "Hand Management,Set Collection" "ASS Altenburger Spielkarten,Cube Factory of Ideas,Edge Entertainment,IELLO,Pro Ludo,PS-Games,Schmidt Spiele,Ubik,uplay.it edizioni" 7.29412 3732
"307" 374 "In this unique game, players buy plots of land on a large, grass-covered board. After a random-like placement of twelve placement markers, the players simultaneously bid for cards which will allow the players to put control markers on the board in the positions indicated on the cards. However, only three cards are available, so only the top three bidders will receive a prize. As if the pressure wasn't enough, players receive a supply of bidding chips (called cowboy tiles) at the beginning of the game, which are only replenished by bidding lowest or zero (missing out on a card/placement) or by selling an owned plot (only 4 or 5 sales per game).&#10;&#10;Some of the plots that the players own will score differently, depending on the timing. At the beginning of the game, border plots are the key; later in the game, control of lakes and large masses of tokens are at a premium. The scoring values vary over the 4 rounds considerably.&#10;&#10;" "//cf.geekdo-images.com/images/pic171379.jpg" 4 60 10 2 60 "Colorado County" 60 "//cf.geekdo-images.com/images/pic171379_t.jpg" 1998 "Sabine Stephan,Dirk Westphal" "American West" NA "Reinhard Staupe" NA NA "Auction/Bidding,Simultaneous Action Selection,Tile Placement" "Schmidt Spiele" 6.15786 159
"308" 375 "A game which combines the themes of exponential population growth with the colonization of our Solar System. The game starts with Earth's population of 6 billion divided between up to 6 factions, including at least one Neutral faction. Players send out colonists and migrants to harvest the riches of the planets and their moons, and the Asteroid Belt. Natural growth limits, plus the Four Riders Of The Apocalypse (War, Famine, Pestilence and Death), slow the growth of your populations. Score points at the end of the game for the biggest and most widespread populations - score double for your HIDDEN AGENDA, or any DISCOVERY cards you hold. Score points during the game for cards played which 'help' the Neutral(s) and other players' populations (in various wicked ways!). Brief Optional Rules allow a player to adjust the otherwise random turn order, and to score bonus points for having a populace which is wealthy, happy or concerned for all life (not just humans).&#10;&#10;" "//cf.geekdo-images.com/images/pic9632.jpg" 5 120 12 2 120 "6 Billion" 120 "//cf.geekdo-images.com/images/pic9632_t.jpg" 1999 "Julian Johnson" "Science Fiction" NA "David Coutts" NA NA "Area Control / Area Influence,Hand Management" "Board Not Bored Games" 5.30754 134
"309" 376 "In this brain-burner from the Kosmos two-player series, players try to protect their own trees and steal their opponents'. Each player has four trees, all of which are inhabited by tree spirits (cards). Playing spirits (cards) from their hands causes the 'Druid's Dance', and the cards move around the circle of trees, possibly hurting or helping each side in the following contest of strength between matching druids. The game is won when either player has captured two of his opponents trees either through successful druid contests or because a tree has lost all of its tree spirits.&#10;&#10;Druidenwalzer is part of the Kosmos two-player series.&#10;&#10;" "//cf.geekdo-images.com/images/pic2649906.jpg" 2 45 12 2 45 "DruidenWalzer" 45 "//cf.geekdo-images.com/images/pic2649906_t.jpg" 1999 "Andreas Steiner" "Card Game" NA "Michael Rieneck" NA "Kosmos two-player series" "Point to Point Movement" "KOSMOS" 5.95985 715
"310" 378 "Lancashire Railways is a train game about the birth of the first commercial railroads in Central England in 1829. The Silicon Valley of its day, Manchester was the hub of advanced engineering and manufacturing. Liverpool was the largest port and Manchester needed access for its exports of Cloth and Machinery. Lancashire Railways is set in this era of unrestrained growth and development. Each player starts a railway, and attempts to acquire right-of-way at auction. Players may finance their acquisitions with loans from the Bank, although the interest rate may become exorbitant.&#10;&#10;Lancashire Railways is the first game in the Early Railways Series and is the progenitor of later Wallace titles such as Age of Steam and Railroad Tycoon.&#10;&#10;" "//cf.geekdo-images.com/images/pic167745.jpg" 6 120 12 3 120 "Lancashire Railways" 120 "//cf.geekdo-images.com/images/pic167745_t.jpg" 1998 NA "Economic,Trains" NA "Martin Wallace" NA "Admin: Better Description Needed!,Early Railways,Tube Games" "Crayon Rail System,Pick-up and Deliver" "Winsome Games" 6.90849 106
"311" 379 "Building trains is an integral part of America's history. Now the tradition continues with Express, a unique card game for the 90's. Reminiscent of classic card games but including new play twists, Express is as easy to learn as rummy. Players start with one or two car trains and build on their meld to maximize points and bonuses. But players must be wary of train wrecks and derailments. Unique play allows partners to pass key cards to each other during the game.&#10;&#10;The cards represent various train cars, freight, passenger and way, diesel locomotives and disasters.&#10;&#10;Cards are shuffled and dealt to each player, and remaining cards form a draw pile.  Turns consist of drawing either two cards from the face down draw pile or one face up card from the discard pile, melding cards from one's hand and discarding a card.  Players must end their turns with no more than five cards in their hands.  Players meld cards to form freight trains or passenger trains, or they meld individual way cars.  Freight trains are melded so that all the cars are of the same type, such as box car, tank car or auto carrier.  However, a wild card car can be used to have two types of cars in the same freight train.  Passenger trains may contain any or all of the different types of passenger cars.  Each train needs a locomotive which can be any card placed face down.  There is a locomotive pictured on the back of each card.  During the melding phase of their turn, players may exchange face down locomotive cards with any card in their hand.  This feature allows partners to share cards when the game is played by four or six.&#10;&#10;Disaster cards may be played as discards.  They can change the direction of play, allow theft of an opponent's car or wreck an entire train.  Way car cards either absorb the damage of corresponding disasters or remedy them in a fashion similar to the Coup Fourre' of Mille Bornes.&#10;&#10;Hands end when a player or partnership &quot;goes out.&quot;  To do this the player's melds must consist of at least one five car train, one four car train and all other trains must be at least three cars long.  The player then melds all but one card which he discards.  Trains and way cars are scored.  Cards left in players hands count against them.&#10;&#10;The game is played in hands until one player or partnership accumulates the points needed to win.  The player or partnership with the most points at the end of that hand wins.&#10;&#10;" "//cf.geekdo-images.com/images/pic1254446.jpg" 6 60 8 2 60 "Express" 60 "//cf.geekdo-images.com/images/pic1254446_t.jpg" 1990 "David B. Bromley,Ike Scott" "Card Game,Trains" NA "Darwin Bromley" NA "Rummy Games" "Set Collection,Take That" "Mayfair Games" 6.19128 578
"312" 380 "Once rare and mysterious, now thankfully back in print, Polarity is a 2-player game using lots of magnets (so keep it away from credit cards, watches and so on). The plastic coated pieces look like Reversi/Othello discs, with black and white faces. Each piece contains a magnet, with the black side being North and the white side being South. Each player gets a stack, one plays black one plays white. A neutral red piece goes in the center of the game cloth and players start by place five each of their stack around the cloth. These flat pieces are the foundations.&#10;&#10;On your turn, you take one piece from your stack into your hand, then bring it to bear against one of your foundations. You keep your color face up, so the opposing polarity bears against your foundation piece. This way, you can very carefully balance your new piece in the air against the foundation stone! This is just fantastic to see. The board fills up with lots of discs teetering at 45 degrees, ready to fly about if the balances are upset.&#10;&#10;Get it right and your stack is one piece smaller. Make a mistake and  your turn ends. Either a piece falls flat somewhere (becoming a new foundation) or pieces jump together making towers or into your hand. Your opponent takes the tower you accidentally made and places it their side up where they like. Towers get you points at the game end.&#10;&#10;If a piece jumps to the stone in your hand, they both go back on your stack. The game ends when one player finishes their stack and points are calculated based upon towers and discs remaining. Causing the red piece to jump to another loses you the game outright.&#10;&#10;To be honest, the scoring matters less than the tension and joy of watching the natural but weird force of magnetism at play. Because the discs are discs, they can easily roll around, causing domino effects. Because the towers increase the magnetic pull, they make it so much harder to find a safe spot to play.&#10;&#10;If you want a strange fun game to amaze your friends and family, Polarity is hard to beat. If you want a serious 2-player game, you may prefer other abstracts. The rules could do with being shorter and simpler. Otherwise, a joyous game.&#10;&#10;Comment from the designer &quot;Polarity began as a sculpture. Polarity is zen. It represents that point where absolute opposites merge. In this case, the poles of the magnetic field. The quality of play is determined by one's ability to perceive balance in the midst of extremes. Each game is unique and can never be reproduced. It is in that uniqueness that I was awarded a patent from the U.S. Pat. &amp; Trdmks. office for magnetic principle. The strategy must be viewed 3-dimensionally. It is not just control of a 2-dimensional board but must include the space above and below the playing surface.&quot;&#10;&#10;" "//cf.geekdo-images.com/images/pic175963.jpg" 4 20 8 2 20 "Polarity" 20 "//cf.geekdo-images.com/images/pic175963_t.jpg" 1986 NA "Abstract Strategy,Action / Dexterity" NA "Douglas Seaton" NA NA NA "Blue Opal,EKOS,Ekos-USA, Inc.,Ferti,IRWIN Games,Kids On Science, Inc.,Polarity House, Inc.,Tangent Toy Co.,Telemotion Technologies,Temple Games, Inc." 6.41286 1600
"313" 381 "This vindictively fun game is ostensibly about gaining control of businesses, which are represented by cards.  Every turn, each player gains income from companies where he has the most boardmembers, then rolls three dice and uses them for various purposes:  bringing a new business into the game, adding boardmembers to existing businesses, or drawing new cards.&#10;&#10;" "//cf.geekdo-images.com/images/pic687790.jpg" 6 90 8 3 90 "X Pasch" 90 "//cf.geekdo-images.com/images/pic687790_t.jpg" 1996 NA "Card Game,Dice" NA "Valentin Herman" NA NA "Dice Rolling,Worker Placement" "Fanfor-Verlag" 6.21889 90
"314" 382 "The game board in Heimlich &amp; Co. is an oval movement track, with points allocated to the various spaces. Seven differently colored &quot;spies&quot; are placed on the board. On a player's turn, he rolls a dice, then moves any combination of characters forward that number of spaces. The newly-moved spies then score points based on their new location. However, the trick here is that each player's color isn't known until the end of the game, so players are encouraged to deduce which color belongs to whom.&#10;&#10;Heimlich &amp; Co. includes advanced rules which allow players to score more points at the end of the game for correctly guessing everyone's identity. (&quot;Heimlich&quot;, by the way, is a German adjective meaning secretly and slyly, so Heimlich &amp; Co. translates as Clandestine and Company!)&#10;&#10;" "//cf.geekdo-images.com/images/pic183805.jpg" 7 30 8 2 30 "Heimlich & Co." 30 "//cf.geekdo-images.com/images/pic183805_t.jpg" 1984 "Oliver Freudenreich,Dietrich Lange,Matthias Wittig" "Bluffing,Spies/Secret Agents" NA "Wolfgang Kramer" NA "Tube Games" "Roll / Spin and Move" "999 Games,AMIGO Spiel + Freizeit GmbH,Discovery Toys,Diset S. A.,Edition Perlhuhn (Göttinger Spiele),Egmont Polska,Grow Jogos e Brinquedos,Majora,Ravensburger Spieleverlag GmbH,Rio Grande Games" 6.44488 2656
"315" 383 "Classic Knizia betting and racing game. Initially players bet on the horses as they are dealt from the deck, then the horses race on the die roll, the course being 40 spaces. The cards &amp; die have 4 symbols, jockey's hat, boot, horse shoe and horse's head; the head is on the die 3 times, giving it a 50% chance of being rolled. The cards have different values against each symbol, showing how far they move when that symbol is rolled. But the number against the horse's head is always 1 to 7 for the same horse. So Raven Beauty always has a 50% chance of moving 7 spaces, Lagoon Lady moves 4, and poor old Roamin' Emporer goes 1 space. The trick, and it's a good trick, is that the other 3 values vary wildly for the lower horses, making them outside chances to win. One lucky roll and Roamin' Emporer can leap forward 20 places! So do you bet on the steady goers, or take a gamble on the nags? Players take turns to roll the die and choose which horse moves, so with a good roll you move one you've bet on, with a bad roll you move someone else's horse. Points are awarded to 1st, 2nd &amp; 3rd home, and one of your bets is a doubler.&#10;&#10;Re-implemented as:&#10;&#10;    Winner's Circle / Royal Turf &#10;&#10;&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic701802.jpg" 6 60 10 3 60 "Turf Horse Racing" 60 "//cf.geekdo-images.com/images/pic701802_t.jpg" 1995 NA "Animals,Dice,Racing" NA "Reiner Knizia" NA "Animals: Horses,Sports: Horse Racing" "Betting/Wagering,Dice Rolling" "Gibsons Games" 6.52979 94
"316" 384 "Turfmaster is a horse-racing game for two to eight players, played over a &quot;meet&quot; of three races.  The board is two-sided, and hurdles are provided so that players can choose flat racing or steeplechases (races with fences that the horses must jump).&#10;&#10;Players each have their own deck of 32 movement cards, dice and a horse of their own colour.  Ten cards are randomly selected for each race, with two cards left over which can be drawn for use in any one race.  Cards played in a race are removed from the game.&#10;&#10;A round consists of two parts.  First all players simultaneously select a card and move the number on the played card (if able), in position order.  After this, a single pair of dice is rolled by one player (the rolling player rotates throughout the game).  The player rolling the dice decides if all horses move the value of one or both of the dice and all horses move (again in position order).&#10;&#10;Like a real horse race, inside position is important.  The game has rules for lane changing, blocking and handicaps on the leaders which restrict the values of the cards the players whose horses are in the first three spots are able to play, or how much (or even IF) a horse in one of those spots can move on a dice roll.  To try to counter this, players have &quot;joker&quot; cards which can be used to avoid being handicapped when in one of the first three spots.  The steeplechase introduces additional rules for jumping fences.  Horses can be forced to pull up short of a fence (because they are blocked on the other side and have nowhere to land safely) or can occasionally fall if their movement ends on a fence - which takes four movement points to jump.  Players will need to plan their moves carefully to prevent other players from getting their full amount of movement, and to avoid having players doing that to them.&#10;&#10;The first four horses to finish each race are awarded points towards their final total.&#10;&#10;The game comes in two versions.  The regular version which has single-colour plastic horses, and the &quot;DeLuxe&quot; version which has hand-painted pewter horses (each jockey wears a different coloured jersey) - each in a little protective case.   In addition, several other tracks are available - there are two course collections which can be purchased separately and a third (web-published) collection.&#10;&#10;" "//cf.geekdo-images.com/images/pic289677.jpg" 8 75 10 2 75 "TurfMaster" 75 "//cf.geekdo-images.com/images/pic289677_t.jpg" 1998 "Stefan Niehues,Peter Röseler" "Animals,Racing,Sports" NA "Albrecht Nolte" "TurfMaster Course Collection 1,TurfMaster Course Collection 2,TurfMaster Course Collection 3" "Sports: Horse Racing" "Dice Rolling,Hand Management,Roll / Spin and Move" "AZA Spiele" 7.22221 826
"317" 386 "The object of the game is to steal the treasure with one of your ships and get it to your home port - or by capturing all your opponents's ships.&#10;&#10;Nine extra scenarios are included - from &quot;Shipwreck&quot; to &quot;Nuke-A-Teer&quot;(!) - including one for up to 8 players (requires two games).&#10;&#10;1996 Mensa Select&#10;&#10;" "//cf.geekdo-images.com/images/pic1514978.jpg" 4 15 8 2 15 "Pirateer" 15 "//cf.geekdo-images.com/images/pic1514978_t.jpg" 1978 "Carol Baker,Mark Ferrari" "Nautical,Pirates" NA "Scott Peterson" NA "Mensa Select" "Pick-up and Deliver,Roll / Spin and Move" "(Self-Published),Discovery Games,Mendocino Game Company,Reveal Entertainment, Inc.,Tactic" 5.48493 1133
"318" 387 "Described by the designer as a cross between Doris &amp; Frank's Banana Republic and stud poker, this game casts players as construction company owners who are seeking to bribe various government officials for lucrative building contracts.  Each turn, six new contracts are up for grabs, and players compete for them by placing secret bribe amounts.  At the end of each round, whoever offered the most bribe money for each contract gets it.  Special cards, whose backs look just like bribe cards, can alter the contest significantly, but while the bribe cards are recycled after each of the three rounds, the special cards are not.&#10;&#10;" "//cf.geekdo-images.com/images/pic335335.jpg" 7 45 10 3 45 "Corruption" 45 "//cf.geekdo-images.com/images/pic335335_t.jpg" 2000 "C. Brent Ferguson,J. Scott Reeves,Cyril Saint Blancat" "Bluffing,Card Game" NA "Bruno Faidutti" NA "Blue Games Series" "Hand Management" "Atlas Games,Descartes Editeur" 5.82333 323
"319" 388 "Another game in Kosmos two-player series, this game casts players as soccer (football) coaches on opposite teams.  Players use special square cards to represent the players they have in each of the positions: strikers, mid-fielders, defenders, and goalies.  Each turn, one of the two players will be the offense based on a simultaneous selection of cards from their respective play books.  Then players allocate their players to the current play, which rotates the used players.  A player card has a number of soccer balls on each edge, which tells how many skill points the player will contribute to a given play, and using the player (thusly rotating him) might actually weaken him for the next use.&#10;&#10;Re-implemented as:&#10;&#10;    Tooor!&#10;&#10;&#10;&#10;&#10;" "//cf.geekdo-images.com/images/pic184182.jpg" 2 30 12 2 30 "Finale" 30 "//cf.geekdo-images.com/images/pic184182_t.jpg" 1998 "Marion Pott" "Card Game,Sports" NA "Oliver Abendroth" NA "Kosmos two-player series,Sports: Football / Soccer" "Dice Rolling,Set Collection" "KOSMOS" 5.77544 228
"320" 389 "Each player has a matching set of pieces, Walls, a Tower and a Gate, and tries to clear their hand first or is deducted points. Each turn, one player is Master Builder, and all players secretly choose a piece in their fist. When revealed, if the Master Builder chose uniquely, that piece is added to the wall, but if any player chose the exact match, they get to build instead.&#10;&#10;Walls can go next to anything, but Towers or Gates may only sit next to walls.&#10;&#10;Players have the option of an empty fist too. If the Master Builder is the only empty fist, it gets to pick from its hand. If one other player had an empty fist, they secretly pass a piece to the Master Builder. If more than one empty fist matches the Master Builder's choice, no-one builds.&#10;&#10;Play continues with the next player being the Master Builder and so on until somebody clears their hand. If you still hold pieces, Towers lose you 15pts, Gates 10pts and the Walls from 1-6 pts. Play a few rounds and total the scores.&#10;&#10;Group think and the building rules have some control, but this is a nice game of bluff and mind-reading. Get it right, and you'll sail through. Get it wrong and you'll rack up the points! Good fun, good for a pub or bar, nice bits and very quick play.&#10;&#10;" "//cf.geekdo-images.com/images/pic172280.jpg" 6 30 8 3 30 "Die Mauer" 30 "//cf.geekdo-images.com/images/pic172280_t.jpg" 1997 "Thomas Fackler" "Bluffing,City Building" NA "Thomas Fackler" NA NA NA "(Self-Published),Zoch Verlag" 6.0572 254
"321" 392 "From the Cheapass Games web site: (6 November 2011)&#10;&#10;History: In 1999, James Ernest refined his notion of Real Time card games. Building on his first real time card game, Falling, which was multi-player with a dealer, he created Brawl, a two-player card game with no dealer.&#10;&#10;Summary: Brawl is a lightning-fast combat game where two players burn through their 35-card decks in about 35 seconds. Each deck contains a unique mix of cards, and each deck requires a slightly different playing style to win.&#10;&#10;Mechanics: Each player takes one deck, sets a &quot;base&quot; card on the table, and begins to play. Players play their cards (Hit, Block, Clear, etc.) as fast as they like, trying to win each Base by playing more Hits on their own side. At the bottom of both decks are three Freeze cards. When every base is Frozen, the game is over.&#10;&#10;" "//cf.geekdo-images.com/images/pic10150.jpg" 7 15 10 2 15 "Brawl" 15 "//cf.geekdo-images.com/images/pic10150_t.jpg" 1999 "Phil Foglio,Ryan Kinnaird,Maxime le François,Bryce Nakagawa,Brian Snoddy" "Card Game,Fighting,Real-time" NA "James Ernest" NA "Crowdfunding: Kickstarter" "Variable Player Powers" "Cheapass Games,Eclipse Editions,Truant Spiele" 6.40607 1062
"322" 393 "One of Avalon Hill's family games that appeals to gamers as well.  Players control different expeditions which they equip to explore the Lost World.  Victory is achieved through finding various species of dinosaurs and collecting specimens.  The game comes with a modular board to ensure that no two games are alike, and lots of dinosaur stand-up pieces.  One of the most entertaining parts of the game occurs when a dinosaur chases an expedition back to base camp!&#10;&#10;&#10;This Avalon Hill game has features beyond most family games that appeals to strategy gamers and increase replayability.  First, the board is modular; the location of all the dinosaur sites and required items is completely random every game.  This sort of feature, unusual before the German games of the 90's, puts Dinosaurs of the Lost World years ahead of its time.&#10;&#10;Second, players may influence and interact with other players both indirectly by moving dinosaurs in their path or directly by either trading items amicably or attacking their expedition mercilessly.&#10;&#10;Third-The sharp limits set out in the rules on weapons and ammunition force the players to pick their battles carefully and makes each dinosaur encounter thrilling and high stakes.  Followed strictly, the rules give the dinosaurs a real possibility of winning a combat and requires strategic planning from players if they hope to avoid being chased right out of the game.&#10;&#10;Fourth- The consequences of losing a dinosaur combat are serious.  During the chase you may lose one or more useful tools and even victory points.  Once you escape from the dinosaur, you are returned to camp and lose your next turn.  Because actions that can be taken in camp are somewhat limited, a lost dinosaur battle completely knocks out one turn and diminishes what can be accomplished in two additional turns.&#10;&#10;Finally- The game has excellent style.  The dinosaur areas are displayed in a unique &ldquo;comic book&rdquo; format, allowing for great enjoyment and immersion from all players regardless of age.&#10;&#10;" "//cf.geekdo-images.com/images/pic675608.jpg" 4 90 8 1 90 "Dinosaurs of the Lost World" 90 "//cf.geekdo-images.com/images/pic675608_t.jpg" 1987 "James Talbot" "Adventure,Novel-based" NA "Mick (Mike) Uhl" NA "Animals: Dinosaurs" "Modular Board" "Avalon Hill" 6.53874 374
